,Kod stacji,Nazwa stacji,Rok,Miesiąc,Absolutna temperatura maksymalna (C),Średnia temperatura maksymalna (C),Absolutna temperatura minimalna,Średnia temperatura minimalna,Średnia temperatura miesięczna,Minimalna temperatura przy gruncie,Miesieczna suma opadów (mm),Maksymalna dobowa suma opadów,Pierwszy dzień wystapienia opadu maksymalnego,Ostatni dzień wystąpienia opadu maksymalnego,Maksymalna wysokość pokrywy śnieżnej (cm),Liczba dni z pokrywą śnieżną,Liczba dni z opadem deszczu,Liczba dni z opadem śniegu,Data,Województwo
728,252160230,WIELICHOWO,1952,2,6.1,1.9,-12.2,-3.0,0.0,-14.8,19.9,5.4,27.0,,7.0,21,7,8,1952-02-01,Wielkopolskie
2256,254200080,LIDZBARK WARMIÑSKI,1952,2,3.3,-0.2,-13.3,-5.3,-2.4,-14.7,40.4,6.5,11.0,,10.0,4,2,12,1952-02-01,Warmińsko-Mazurskie
248,250190390,KRAKÓW-OBSERWATORIUM,1952,2,4.7,1.0,-7.7,-2.6,-0.6,,88.7,13.8,14.0,,52.0,29,3,21,1952-02-01,Małopolskie
1026,252200120,LEGIONOWO,1952,2,4.0,0.1,-13.6,-5.1,-2.1,,41.6,13.4,2.0,,31.0,24,2,14,1952-02-01,Mazowieckie
608,251210120,PU£AWY,1952,2,3.6,0.0,-13.0,-5.3,-2.3,-20.3,54.8,14.4,22.0,,27.0,26,2,18,1952-02-01,Lubelskie
907,252180080,KO£UDA WIELKA,1952,2,6.5,1.8,-11.5,-3.6,-0.8,-14.3,23.1,9.0,26.0,,5.0,17,4,9,1952-02-01,Kujawsko-Pomorskie
908,252180080,KO£UDA WIELKA,1952,3,9.3,2.6,-10.5,-5.5,-1.8,-16.8,20.5,6.5,22.0,,10.0,1,1,7,1952-03-01,Kujawsko-Pomorskie
1087,252200150,WARSZAWA-BIELANY,1952,3,7.4,0.6,-12.1,-6.7,-3.0,,6.7,2.2,13.0,,3.0,10,0,8,1952-03-01,Mazowieckie
1027,252200120,LEGIONOWO,1952,3,7.6,0.9,-13.0,-7.3,-3.2,,5.3,2.3,29.0,,1.0,2,0,7,1952-03-01,Mazowieckie
1327,252220030,SZEPIETOWO,1952,3,4.7,-1.2,-19.0,-11.1,-5.9,-22.6,5.5,1.7,5.0,13.0,0.0,7,0,6,1952-03-01,Podlaskie
609,251210120,PU£AWY,1952,3,6.9,0.0,-16.1,-8.6,-4.2,-24.3,29.5,10.0,29.0,,14.0,23,1,15,1952-03-01,Lubelskie
2257,254200080,LIDZBARK WARMIÑSKI,1952,3,6.8,-0.5,-17.6,-9.2,-4.8,-19.4,13.6,3.0,1.0,,7.0,9,0,11,1952-03-01,Warmińsko-Mazurskie
729,252160230,WIELICHOWO,1952,3,10.6,3.5,-8.2,-4.6,-0.5,-10.6,18.3,4.9,3.0,,0.0,0,3,6,1952-03-01,Wielkopolskie
549,251200030,SKIERNIEWICE,1952,3,7.4,1.3,-12.6,-6.5,-2.5,,6.6,2.2,29.0,,6.0,10,1,9,1952-03-01,Łódzkie
249,250190390,KRAKÓW-OBSERWATORIUM,1952,3,8.1,1.6,-15.1,-5.9,-2.3,,48.6,16.0,26.0,,29.0,21,3,14,1952-03-01,Małopolskie
1207,252210050,PU£TUSK,1952,3,7.4,0.6,-14.7,-7.8,-3.4,,6.2,1.6,31.0,,6.0,14,0,12,1952-03-01,Mazowieckie
74,249220040,DYNÓW,1952,3,7.6,0.8,-23.0,-10.7,-4.5,,63.3,21.5,30.0,,31.0,31,0,15,1952-03-01,Podkarpackie
489,251190050,PUCZNIEW,1952,3,8.6,2.2,-12.6,-6.5,-2.1,,13.4,4.1,22.0,,10.0,6,1,10,1952-03-01,Łódzkie
550,251200030,SKIERNIEWICE,1952,4,27.0,16.4,-6.1,4.5,10.2,-6.0,18.1,6.6,1.0,,8.0,3,6,1,1952-04-01,Łódzkie
730,252160230,WIELICHOWO,1952,4,25.1,16.0,-5.0,4.7,10.7,-6.4,20.8,4.7,1.0,,0.0,0,7,2,1952-04-01,Wielkopolskie
2258,254200080,LIDZBARK WARMIÑSKI,1952,4,25.3,14.2,-4.1,3.4,8.6,-4.6,61.5,21.5,28.0,,3.0,1,7,2,1952-04-01,Warmińsko-Mazurskie
75,249220040,DYNÓW,1952,4,25.4,16.6,-3.1,3.3,9.9,,16.9,7.9,1.0,,22.0,1,2,1,1952-04-01,Podkarpackie
1328,252220030,SZEPIETOWO,1952,4,25.5,15.7,-5.4,3.8,9.8,-6.3,22.4,6.7,20.0,,0.0,0,5,1,1952-04-01,Podlaskie
1028,252200120,LEGIONOWO,1952,4,27.1,16.4,-5.6,4.9,10.6,,28.3,10.4,29.0,,7.0,1,9,1,1952-04-01,Mazowieckie
610,251210120,PU£AWY,1952,4,26.7,16.5,-4.1,5.5,11.0,-11.6,20.2,8.6,1.0,,11.0,3,2,1,1952-04-01,Lubelskie
250,250190390,KRAKÓW-OBSERWATORIUM,1952,4,26.2,16.9,-3.1,6.1,11.2,,25.0,10.7,1.0,,13.0,4,4,3,1952-04-01,Małopolskie
1208,252210050,PU£TUSK,1952,4,26.8,15.6,-6.4,4.2,10.0,,25.5,7.4,9.0,,8.0,2,9,1,1952-04-01,Mazowieckie
490,251190050,PUCZNIEW,1952,4,24.4,15.6,-6.5,3.7,9.7,,47.3,12.3,29.0,,13.0,1,9,2,1952-04-01,Łódzkie
909,252180080,KO£UDA WIELKA,1952,4,25.0,16.1,-3.3,4.9,10.1,-5.7,46.2,26.0,28.0,,0.0,0,9,1,1952-04-01,Kujawsko-Pomorskie
1088,252200150,WARSZAWA-BIELANY,1952,4,26.6,16.3,-5.0,5.8,11.0,,46.7,15.8,29.0,,6.0,2,10,1,1952-04-01,Mazowieckie
1209,252210050,PU£TUSK,1952,5,25.3,16.8,-0.4,5.7,11.6,,43.9,17.6,29.0,,0.0,0,11,2,1952-05-01,Mazowieckie
2259,254200080,LIDZBARK WARMIÑSKI,1952,5,22.1,15.5,-1.0,4.7,10.3,-1.9,70.4,22.0,6.0,,0.0,0,12,1,1952-05-01,Warmińsko-Mazurskie
491,251190050,PUCZNIEW,1952,5,26.9,16.6,-2.6,5.1,11.0,,54.2,9.8,18.0,,0.0,0,12,3,1952-05-01,Łódzkie
1329,252220030,SZEPIETOWO,1952,5,23.4,15.8,-0.9,5.2,11.0,-3.4,49.1,11.8,1.0,,0.0,0,12,1,1952-05-01,Podlaskie
251,250190390,KRAKÓW-OBSERWATORIUM,1952,5,27.3,17.2,0.8,8.2,12.6,,39.1,8.2,24.0,,0.0,0,18,2,1952-05-01,Małopolskie
910,252180080,KO£UDA WIELKA,1952,5,25.3,16.6,1.2,6.5,11.6,-2.6,70.0,18.4,24.0,,0.0,0,18,0,1952-05-01,Kujawsko-Pomorskie
611,251210120,PU£AWY,1952,5,25.5,17.0,0.0,6.8,12.0,-2.5,36.7,8.4,19.0,,0.0,0,14,1,1952-05-01,Lubelskie
731,252160230,WIELICHOWO,1952,5,25.9,17.0,-1.6,5.9,12.1,-3.9,52.9,14.3,12.0,,0.0,0,17,1,1952-05-01,Wielkopolskie
551,251200030,SKIERNIEWICE,1952,5,26.4,17.2,-0.4,5.7,11.6,-2.4,55.2,12.5,27.0,,1.0,1,11,3,1952-05-01,Łódzkie
1029,252200120,LEGIONOWO,1952,5,25.4,16.9,-0.4,6.3,11.8,,35.3,7.8,18.0,,0.0,0,12,2,1952-05-01,Mazowieckie
1089,252200150,WARSZAWA-BIELANY,1952,5,25.0,16.9,0.2,6.8,12.0,,39.4,8.5,18.0,,1.0,1,9,3,1952-05-01,Mazowieckie
76,249220040,DYNÓW,1952,5,25.5,16.1,-0.4,5.6,11.1,,62.5,17.0,13.0,,0.0,0,9,3,1952-05-01,Podkarpackie
492,251190050,PUCZNIEW,1952,6,27.8,20.3,2.1,9.4,15.2,,64.5,28.4,7.0,,0.0,0,15,0,1952-06-01,Łódzkie
1330,252220030,SZEPIETOWO,1952,6,26.4,19.8,3.6,9.1,14.8,1.8,81.0,24.5,20.0,,0.0,0,15,0,1952-06-01,Podlaskie
77,249220040,DYNÓW,1952,6,28.4,20.9,2.6,8.8,15.3,,81.8,24.2,3.0,,0.0,0,10,0,1952-06-01,Podkarpackie
2260,254200080,LIDZBARK WARMIÑSKI,1952,6,25.8,19.2,3.0,8.6,14.1,2.9,95.5,17.9,2.0,,0.0,0,15,0,1952-06-01,Warmińsko-Mazurskie
1090,252200150,WARSZAWA-BIELANY,1952,6,28.3,20.5,5.5,11.6,16.0,,81.2,19.0,3.0,,0.0,0,16,0,1952-06-01,Mazowieckie
552,251200030,SKIERNIEWICE,1952,6,28.9,21.0,4.3,10.0,15.9,0.7,58.1,13.3,18.0,,0.0,0,17,0,1952-06-01,Łódzkie
911,252180080,KO£UDA WIELKA,1952,6,28.2,20.4,6.0,10.6,15.7,2.6,66.8,8.8,7.0,,0.0,0,18,0,1952-06-01,Kujawsko-Pomorskie
1210,252210050,PU£TUSK,1952,6,27.4,20.5,3.5,9.7,15.5,,80.0,14.8,3.0,,0.0,0,18,0,1952-06-01,Mazowieckie
252,250190390,KRAKÓW-OBSERWATORIUM,1952,6,28.7,21.6,7.3,11.7,16.8,,84.7,23.0,20.0,,0.0,0,22,0,1952-06-01,Małopolskie
612,251210120,PU£AWY,1952,6,28.8,20.9,7.2,11.0,16.1,2.5,133.9,26.6,23.0,,0.0,0,15,0,1952-06-01,Lubelskie
1030,252200120,LEGIONOWO,1952,6,28.4,20.8,5.0,10.6,16.0,,47.2,13.1,18.0,,0.0,0,15,0,1952-06-01,Mazowieckie
732,252160230,WIELICHOWO,1952,6,28.0,20.8,1.2,9.1,15.9,-1.6,72.8,23.9,18.0,,0.0,0,14,0,1952-06-01,Wielkopolskie
2261,254200080,LIDZBARK WARMIÑSKI,1952,7,29.9,22.7,5.5,10.3,17.3,6.4,57.7,23.0,20.0,,0.0,0,9,0,1952-07-01,Warmińsko-Mazurskie
912,252180080,KO£UDA WIELKA,1952,7,31.2,24.6,7.5,11.4,18.2,2.9,20.2,8.1,15.0,,0.0,0,8,0,1952-07-01,Kujawsko-Pomorskie
253,250190390,KRAKÓW-OBSERWATORIUM,1952,7,30.4,25.2,9.5,14.2,20.1,,45.2,17.2,14.0,,0.0,0,8,0,1952-07-01,Małopolskie
1091,252200150,WARSZAWA-BIELANY,1952,7,32.3,25.3,8.1,13.4,19.7,,20.3,8.7,29.0,,0.0,0,7,0,1952-07-01,Mazowieckie
1031,252200120,LEGIONOWO,1952,7,33.4,25.3,8.0,12.2,19.6,,15.9,8.0,29.0,,0.0,0,5,0,1952-07-01,Mazowieckie
1331,252220030,SZEPIETOWO,1952,7,31.2,23.8,7.1,10.9,18.0,4.4,23.1,8.1,15.0,30.0,0.0,0,5,0,1952-07-01,Podlaskie
1211,252210050,PU£TUSK,1952,7,31.9,24.6,7.6,11.5,18.6,,37.4,11.4,15.0,,0.0,0,7,0,1952-07-01,Mazowieckie
493,251190050,PUCZNIEW,1952,7,32.1,24.6,4.6,9.9,17.6,,34.0,8.6,15.0,,0.0,0,9,0,1952-07-01,Łódzkie
613,251210120,PU£AWY,1952,7,31.1,24.7,8.0,12.3,18.9,3.6,18.7,12.7,15.0,,0.0,0,8,0,1952-07-01,Lubelskie
78,249220040,DYNÓW,1952,7,30.4,24.2,4.9,9.7,17.0,,40.7,16.0,23.0,,0.0,0,9,0,1952-07-01,Podkarpackie
553,251200030,SKIERNIEWICE,1952,7,32.8,25.3,7.0,11.5,18.8,2.2,30.3,9.5,29.0,,0.0,0,6,0,1952-07-01,Łódzkie
733,252160230,WIELICHOWO,1952,7,30.4,23.7,5.1,10.3,17.9,2.8,37.5,10.8,29.0,,0.0,0,8,0,1952-07-01,Wielkopolskie
494,251190050,PUCZNIEW,1952,8,34.0,24.6,5.0,11.9,18.3,,74.6,20.0,22.0,,0.0,0,12,0,1952-08-01,Łódzkie
913,252180080,KO£UDA WIELKA,1952,8,33.9,24.3,7.2,12.1,18.6,3.5,66.3,17.3,8.0,,0.0,0,12,0,1952-08-01,Kujawsko-Pomorskie
554,251200030,SKIERNIEWICE,1952,8,35.7,25.0,6.0,13.2,19.0,,77.9,20.0,8.0,,0.0,0,14,0,1952-08-01,Łódzkie
1332,252220030,SZEPIETOWO,1952,8,34.6,23.9,6.6,12.6,18.2,4.2,52.4,16.1,22.0,,0.0,0,15,0,1952-08-01,Podlaskie
254,250190390,KRAKÓW-OBSERWATORIUM,1952,8,35.1,25.9,8.4,15.4,20.4,,60.9,14.2,20.0,,0.0,0,11,0,1952-08-01,Małopolskie
2262,254200080,LIDZBARK WARMIÑSKI,1952,8,32.1,22.4,4.5,12.2,17.5,4.9,100.2,20.2,27.0,,0.0,0,16,0,1952-08-01,Warmińsko-Mazurskie
1212,252210050,PU£TUSK,1952,8,35.8,24.6,5.9,12.8,18.7,,34.0,9.8,8.0,16.0,0.0,0,10,0,1952-08-01,Mazowieckie
79,249220040,DYNÓW,1952,8,35.0,25.9,3.6,11.3,18.4,,53.9,16.0,18.0,,0.0,0,7,0,1952-08-01,Podkarpackie
614,251210120,PU£AWY,1952,8,34.4,25.5,6.6,13.8,19.5,3.0,49.1,12.6,21.0,,0.0,0,13,0,1952-08-01,Lubelskie
1032,252200120,LEGIONOWO,1952,8,35.3,24.3,7.1,13.6,18.9,,60.3,19.0,22.0,,0.0,0,14,0,1952-08-01,Mazowieckie
734,252160230,WIELICHOWO,1952,8,32.2,24.5,4.3,12.0,18.3,2.6,45.9,8.0,19.0,,0.0,0,15,0,1952-08-01,Wielkopolskie
1092,252200150,WARSZAWA-BIELANY,1952,8,35.4,24.7,6.9,14.4,19.3,,55.0,14.0,8.0,,0.0,0,14,0,1952-08-01,Mazowieckie
255,250190390,KRAKÓW-OBSERWATORIUM,1952,9,28.8,16.7,3.2,9.2,12.6,,100.2,24.0,19.0,,0.0,0,20,0,1952-09-01,Małopolskie
1213,252210050,PU£TUSK,1952,9,27.4,16.0,2.0,7.9,11.4,,110.6,20.2,12.0,,0.0,0,20,0,1952-09-01,Mazowieckie
615,251210120,PU£AWY,1952,9,29.3,16.3,2.0,8.9,12.0,-1.8,134.0,34.2,28.0,,0.0,0,22,0,1952-09-01,Lubelskie
1033,252200120,LEGIONOWO,1952,9,26.1,15.9,2.3,8.5,11.7,,90.9,15.6,23.0,,0.0,0,19,0,1952-09-01,Mazowieckie
914,252180080,KO£UDA WIELKA,1952,9,,,2.3,8.0,11.6,-1.5,72.4,32.2,13.0,,0.0,0,15,0,1952-09-01,Kujawsko-Pomorskie
1333,252220030,SZEPIETOWO,1952,9,25.6,15.1,0.0,7.2,11.1,-1.1,132.0,15.4,6.0,,0.0,0,20,0,1952-09-01,Podlaskie
1093,252200150,WARSZAWA-BIELANY,1952,9,27.1,16.0,3.0,8.8,11.9,,92.9,16.1,23.0,,0.0,0,23,0,1952-09-01,Mazowieckie
555,251200030,SKIERNIEWICE,1952,9,25.8,15.5,2.7,8.6,11.8,-1.6,100.9,17.5,7.0,,0.0,0,19,0,1952-09-01,Łódzkie
80,249220040,DYNÓW,1952,9,29.1,17.0,-1.4,7.9,12.5,,130.1,41.3,7.0,,0.0,0,18,0,1952-09-01,Podkarpackie
2263,254200080,LIDZBARK WARMIÑSKI,1952,9,24.3,14.4,1.5,7.0,10.5,1.4,96.9,34.4,13.0,,0.0,0,20,0,1952-09-01,Warmińsko-Mazurskie
495,251190050,PUCZNIEW,1952,9,24.4,15.2,0.8,7.9,11.4,,115.7,31.7,9.0,,0.0,0,22,0,1952-09-01,Łódzkie
735,252160230,WIELICHOWO,1952,9,23.1,15.6,0.5,6.8,11.3,-1.4,61.0,20.6,12.0,,0.0,0,18,0,1952-09-01,Wielkopolskie
496,251190050,PUCZNIEW,1952,10,18.9,10.1,-2.6,3.5,6.9,,54.4,9.3,25.0,,0.0,0,22,0,1952-10-01,Łódzkie
1214,252210050,PU£TUSK,1952,10,19.8,9.9,-0.5,4.0,6.9,,55.7,9.4,16.0,,0.0,0,18,0,1952-10-01,Mazowieckie
736,252160230,WIELICHOWO,1952,10,17.3,10.1,-4.2,3.2,6.8,-5.9,36.5,6.7,8.0,22.0,0.0,0,17,0,1952-10-01,Wielkopolskie
556,251200030,SKIERNIEWICE,1952,10,19.4,10.0,-2.3,3.8,7.1,-7.0,57.9,8.8,25.0,,0.0,0,20,0,1952-10-01,Łódzkie
256,250190390,KRAKÓW-OBSERWATORIUM,1952,10,20.6,11.8,0.7,5.8,8.4,,92.9,24.4,23.0,,0.0,0,23,0,1952-10-01,Małopolskie
616,251210120,PU£AWY,1952,10,22.3,10.5,-1.0,4.8,7.4,-4.2,90.1,18.5,12.0,,0.0,0,22,0,1952-10-01,Lubelskie
915,252180080,KO£UDA WIELKA,1952,10,,,-3.6,3.5,6.8,-4.9,32.0,6.2,21.0,,0.0,0,21,0,1952-10-01,Kujawsko-Pomorskie
1034,252200120,LEGIONOWO,1952,10,20.1,10.0,-2.4,4.3,7.1,,62.5,14.0,21.0,,0.0,0,22,0,1952-10-01,Mazowieckie
1334,252220030,SZEPIETOWO,1952,10,17.8,9.1,-1.3,3.6,6.4,-2.5,83.5,9.5,22.0,,0.0,0,21,0,1952-10-01,Podlaskie
2264,254200080,LIDZBARK WARMIÑSKI,1952,10,15.7,8.8,-2.5,3.9,6.3,1.9,130.0,40.0,14.0,,0.0,0,18,1,1952-10-01,Warmińsko-Mazurskie
1094,252200150,WARSZAWA-BIELANY,1952,10,20.2,9.9,-0.9,4.7,7.2,,69.3,11.5,21.0,,0.0,0,21,0,1952-10-01,Mazowieckie
81,249220040,DYNÓW,1952,10,23.5,12.2,0.6,4.5,8.4,,78.4,30.1,26.0,,0.0,0,19,0,1952-10-01,Podkarpackie
1095,252200150,WARSZAWA-BIELANY,1952,11,8.4,3.3,-4.7,0.1,1.8,,107.2,24.4,8.0,,12.0,14,9,12,1952-11-01,Mazowieckie
1035,252200120,LEGIONOWO,1952,11,8.5,3.2,-5.7,-0.5,1.6,,107.0,24.4,8.0,,11.0,15,9,14,1952-11-01,Mazowieckie
82,249220040,DYNÓW,1952,11,10.4,4.6,-11.5,-1.1,1.9,,69.1,16.0,8.0,,4.0,2,10,3,1952-11-01,Podkarpackie
557,251200030,SKIERNIEWICE,1952,11,9.4,3.6,-10.4,-1.0,1.8,-17.7,113.6,31.1,8.0,,30.0,12,11,8,1952-11-01,Łódzkie
1215,252210050,PU£TUSK,1952,11,8.5,3.3,-7.1,-0.6,1.6,,108.0,21.7,8.0,,5.0,14,9,13,1952-11-01,Mazowieckie
617,251210120,PU£AWY,1952,11,9.4,4.3,-5.6,0.2,2.2,-13.1,84.0,17.0,1.0,,8.0,7,8,9,1952-11-01,Lubelskie
257,250190390,KRAKÓW-OBSERWATORIUM,1952,11,11.7,4.9,-5.4,0.5,2.5,,86.1,29.1,8.0,,17.0,5,14,7,1952-11-01,Małopolskie
737,252160230,WIELICHOWO,1952,11,9.3,4.2,-7.7,-0.6,2.2,-10.4,46.9,10.4,19.0,,0.0,0,22,0,1952-11-01,Wielkopolskie
497,251190050,PUCZNIEW,1952,11,8.3,4.0,-6.8,-0.2,2.1,,73.0,20.9,8.0,,15.0,11,11,12,1952-11-01,Łódzkie
916,252180080,KO£UDA WIELKA,1952,11,,,-11.3,-0.5,1.7,-13.3,52.3,6.6,13.0,,10.0,7,10,10,1952-11-01,Kujawsko-Pomorskie
1335,252220030,SZEPIETOWO,1952,11,7.7,2.9,-9.1,-1.1,1.0,-11.7,85.2,17.7,8.0,,12.0,7,10,11,1952-11-01,Podlaskie
2265,254200080,LIDZBARK WARMIÑSKI,1952,11,8.3,2.7,-9.7,-2.1,0.8,-9.9,130.3,30.0,8.0,,1.0,1,7,10,1952-11-01,Warmińsko-Mazurskie
618,251210120,PU£AWY,1952,12,6.4,0.4,-8.5,-2.7,-1.1,-10.1,16.8,5.3,15.0,,4.0,11,3,7,1952-12-01,Lubelskie
917,252180080,KO£UDA WIELKA,1952,12,4.3,0.3,-14.5,-5.6,-2.1,-11.3,24.3,13.6,15.0,,16.0,31,5,8,1952-12-01,Kujawsko-Pomorskie
558,251200030,SKIERNIEWICE,1952,12,4.8,0.4,-9.1,-3.7,-1.3,-10.4,14.8,8.4,15.0,,5.0,7,2,6,1952-12-01,Łódzkie
498,251190050,PUCZNIEW,1952,12,5.3,0.5,-12.5,-4.0,-1.3,,19.1,14.6,15.0,,6.0,19,4,5,1952-12-01,Łódzkie
738,252160230,WIELICHOWO,1952,12,6.0,0.8,-13.7,-4.8,-1.4,-14.4,6.3,1.8,16.0,18.0,0.0,0,5,3,1952-12-01,Wielkopolskie
258,250190390,KRAKÓW-OBSERWATORIUM,1952,12,8.4,1.2,-8.4,-2.7,-0.8,,21.2,6.2,25.0,,4.0,19,3,8,1952-12-01,Małopolskie
83,249220040,DYNÓW,1952,12,8.9,0.9,-10.2,-3.0,-0.8,,25.8,7.0,28.0,,4.0,10,0,6,1952-12-01,Podkarpackie
2266,254200080,LIDZBARK WARMIÑSKI,1952,12,3.3,-0.2,-12.3,-5.4,-2.3,-12.9,41.5,13.3,15.0,,9.0,5,1,7,1952-12-01,Warmińsko-Mazurskie
1336,252220030,SZEPIETOWO,1952,12,3.4,-0.9,-13.4,-4.9,-2.6,-14.5,31.4,11.7,15.0,,17.0,31,1,12,1952-12-01,Podlaskie
1036,252200120,LEGIONOWO,1952,12,4.8,0.1,-8.5,-3.4,-1.5,,19.5,9.2,15.0,,8.0,23,2,6,1952-12-01,Mazowieckie
1216,252210050,PU£TUSK,1952,12,4.1,-0.2,-12.7,-3.6,-1.7,,25.2,14.1,15.0,,6.0,31,2,7,1952-12-01,Mazowieckie
1096,252200150,WARSZAWA-BIELANY,1952,12,4.7,0.0,-8.3,-2.9,-1.3,,17.6,8.3,15.0,,6.0,18,1,8,1952-12-01,Mazowieckie
499,251190050,PUCZNIEW,1953,1,6.1,0.1,-16.0,-5.0,-1.8,,67.9,13.5,3.0,,20.0,25,6,15,1953-01-01,Łódzkie
1337,252220030,SZEPIETOWO,1953,1,3.7,-1.2,-16.4,-6.4,-3.4,-20.0,34.0,6.8,2.0,,25.0,31,2,14,1953-01-01,Podlaskie
559,251200030,SKIERNIEWICE,1953,1,6.2,0.0,-11.3,-5.0,-2.0,-13.8,31.9,5.7,3.0,,16.0,27,3,16,1953-01-01,Łódzkie
1217,252210050,PU£TUSK,1953,1,4.4,0.1,,,-2.0,,42.4,8.5,2.0,,13.0,31,1,14,1953-01-01,Mazowieckie
619,251210120,PU£AWY,1953,1,5.1,-0.2,-13.0,-4.7,-2.4,-20.8,50.3,10.3,3.0,,26.0,28,5,14,1953-01-01,Lubelskie
2267,254200080,LIDZBARK WARMIÑSKI,1953,1,3.8,-1.0,-12.8,-6.4,-3.4,-13.4,39.1,16.0,27.0,,8.0,9,0,10,1953-01-01,Warmińsko-Mazurskie
259,250190390,KRAKÓW-OBSERWATORIUM,1953,1,7.3,0.8,-11.9,-3.6,-1.3,,73.7,24.0,28.0,,14.0,28,2,17,1953-01-01,Małopolskie
739,252160230,WIELICHOWO,1953,1,11.0,1.2,-12.9,-4.1,-0.8,-15.1,56.1,23.4,29.0,,15.0,15,8,9,1953-01-01,Wielkopolskie
1097,252200150,WARSZAWA-BIELANY,1953,1,5.8,-0.1,-15.8,-4.6,-2.1,,39.9,7.4,3.0,,16.0,29,4,17,1953-01-01,Mazowieckie
84,249220040,DYNÓW,1953,1,5.5,-0.4,-20.0,-6.2,-2.8,,94.2,37.0,28.0,,25.0,24,4,8,1953-01-01,Podkarpackie
918,252180080,KO£UDA WIELKA,1953,1,12.3,1.5,-13.5,-4.5,-1.5,-15.0,35.2,6.2,28.0,,17.0,27,11,6,1953-01-01,Kujawsko-Pomorskie
1037,252200120,LEGIONOWO,1953,1,5.5,-0.1,-14.6,-4.7,-2.3,,38.5,8.7,3.0,,14.0,28,4,15,1953-01-01,Mazowieckie
560,251200030,SKIERNIEWICE,1953,2,11.8,0.8,-21.4,-6.0,-2.4,-24.9,16.0,4.2,13.0,,24.0,18,4,9,1953-02-01,Łódzkie
260,250190390,KRAKÓW-OBSERWATORIUM,1953,2,9.4,2.0,-15.4,-3.2,-0.8,,28.0,5.8,2.0,,15.0,17,3,12,1953-02-01,Małopolskie
500,251190050,PUCZNIEW,1953,2,11.3,1.2,-20.4,-5.8,-1.9,,18.7,4.5,13.0,,16.0,15,6,8,1953-02-01,Łódzkie
919,252180080,KO£UDA WIELKA,1953,2,,,-21.2,-5.0,-1.4,-20.8,14.2,3.5,5.0,,11.0,14,6,8,1953-02-01,Kujawsko-Pomorskie
1218,252210050,PU£TUSK,1953,2,11.9,0.1,-22.2,-6.4,-2.9,,24.7,4.2,23.0,,16.0,23,6,9,1953-02-01,Mazowieckie
740,252160230,WIELICHOWO,1953,2,12.8,2.5,-23.4,-4.2,-0.4,-19.2,15.3,3.9,12.0,,16.0,13,6,6,1953-02-01,Wielkopolskie
620,251210120,PU£AWY,1953,2,10.3,0.5,-15.5,-5.7,-2.7,-21.2,36.9,5.8,21.0,,18.0,19,7,11,1953-02-01,Lubelskie
1038,252200120,LEGIONOWO,1953,2,11.8,0.2,-19.9,-5.5,-2.7,,16.3,3.4,23.0,,13.0,17,5,10,1953-02-01,Mazowieckie
1338,252220030,SZEPIETOWO,1953,2,8.8,-1.1,-16.4,-7.4,-4.2,-16.1,39.1,8.4,12.0,,27.0,22,6,9,1953-02-01,Podlaskie
2268,254200080,LIDZBARK WARMIÑSKI,1953,2,8.8,-0.3,-16.3,-5.9,-2.9,-17.9,30.2,9.3,23.0,,0.0,0,4,5,1953-02-01,Warmińsko-Mazurskie
1098,252200150,WARSZAWA-BIELANY,1953,2,11.6,0.2,-17.3,-5.4,-2.6,,27.2,3.3,23.0,,15.0,17,8,15,1953-02-01,Mazowieckie
85,249220040,DYNÓW,1953,2,7.7,0.4,-20.5,-6.6,-2.7,,48.2,9.5,20.0,,30.0,19,8,12,1953-02-01,Podkarpackie
2269,254200080,LIDZBARK WARMIÑSKI,1953,3,,,,,2.3,,3.0,3.0,31.0,,0.0,0,1,0,1953-03-01,Warmińsko-Mazurskie
1099,252200150,WARSZAWA-BIELANY,1953,3,18.7,6.8,-10.1,-1.1,2.7,,6.9,2.6,7.0,,5.0,3,2,5,1953-03-01,Mazowieckie
741,252160230,WIELICHOWO,1953,3,19.6,9.7,-8.0,-1.4,4.0,-9.7,1.8,0.6,5.0,14.0,0.0,0,1,2,1953-03-01,Wielkopolskie
561,251200030,SKIERNIEWICE,1953,3,18.3,7.2,-12.3,-1.3,2.7,-18.8,12.1,4.5,7.0,,5.0,8,0,4,1953-03-01,Łódzkie
1219,252210050,PU£TUSK,1953,3,17.4,6.9,-13.1,-1.1,2.8,,4.2,1.5,13.0,,0.0,0,0,5,1953-03-01,Mazowieckie
621,251210120,PU£AWY,1953,3,18.9,6.8,-10.3,-1.3,2.4,-15.1,7.9,4.2,7.0,,3.0,3,0,6,1953-03-01,Lubelskie
86,249220040,DYNÓW,1953,3,19.0,6.8,-15.0,-3.0,1.9,,10.9,2.4,9.0,,10.0,9,1,5,1953-03-01,Podkarpackie
920,252180080,KO£UDA WIELKA,1953,3,,,-14.5,-1.4,3.4,-15.5,6.9,3.8,12.0,,8.0,5,4,4,1953-03-01,Kujawsko-Pomorskie
501,251190050,PUCZNIEW,1953,3,18.1,7.6,-19.6,-3.1,2.5,,20.1,6.8,12.0,,16.0,7,1,6,1953-03-01,Łódzkie
1339,252220030,SZEPIETOWO,1953,3,16.1,6.1,-10.1,-1.7,1.8,-3.4,2.0,1.1,7.0,,0.0,0,0,3,1953-03-01,Podlaskie
